Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Indonesia,IDN,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.93130199,6.972401758,7.001833259,7.033895361,7.06340846,7.08996132,7.12076047,7.153179075,7.187997727,7.230264836
Indonesia,IDN,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,8.352661155,8.361469633,8.368103454,8.36536374,8.341434782,8.278721491,8.17055693,8.040888526,7.91354001,7.793523507
Indonesia,IDN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.762706385,8.654053077,8.564922719,8.469696693,8.389352963,8.338694371,8.30502267,8.288345476,8.278749334,8.243900177
Indonesia,IDN,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.450503,66.62510665,66.79815733,66.97918061,67.15036189,67.31136587,67.46790289,67.61375115,67.74622616,67.86548295
Indonesia,IDN,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,8.946284762,8.889170284,8.846846263,8.813237771,8.755255308,8.677361666,8.588275678,8.485349276,8.385112521,8.31026434
Indonesia,IDN,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.288874179,9.232422932,9.213692001,9.223135565,9.23063069,9.221644954,9.211108058,9.192069364,9.135466625,9.051530945
Indonesia,IDN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.41120058,28.20451728,28.00334381,27.79601662,27.59044872,27.38167324,27.16111289,26.93128001,26.69319921,26.44749636
Indonesia,IDN,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,9.858045598,9.823100811,9.774661816,9.687612589,9.574573425,9.441115431,9.265131713,9.048558592,8.835490069,8.646157737
Indonesia,IDN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,74.260522,74.377752,74.660157,75.758977,75.839477,76.037266,76.158661,76.318713,77.323016,77.587465
Indonesia,IDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.434,70.571,70.78,71.346,71.466,71.629,71.751,71.898,72.403,72.597
Indonesia,IDN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,205.065,204.679,205.062,206.261,200.078,199.15,199.765,199.216,193.961,192.873
Indonesia,IDN,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,2219.495766,2370.188501,2487.491096,2641.630684,2764.16086,2953.828855,3130.554761,3262.872447,3451.353925,3600.50673
Indonesia,IDN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1.3E14,1.94E14,-3.4E13,-7.54E13,-7.91E13,4.41E13,9.38E13,1.36E14,-1.59E14,-7.04E13
Indonesia,IDN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,17.34432298,15.02888271,7.998411217,1.861896662,2.11970235,-6.249011052,-2.405113085,8.067946249,12.13601614,-7.126940518
Indonesia,IDN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,32.88012145,32.98433326,35.07159361,33.83135679,34.60034391,34.06279218,33.8587393,33.7105948,34.57058583,33.78014238
Indonesia,IDN,Gross capital formation (current LCU),NE.GDI.TOTL.CN,2.26E15,2.58E15,3.02E15,3.23E15,3.66E15,3.93E15,4.2E15,4.58E15,5.13E15,5.35E15
Indonesia,IDN,Changes in inventories (current US$),NE.GDI.STKB.CD,1.4201151226E10,1.4974013436E10,2.1587984042E10,1.7023842424E10,1.8561038283E10,1.0768129475E10,1.193742179E10,1.5741642942E10,2.3785561274E10,1.6039586438E10
Indonesia,IDN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,2.06E11,2.25E11,2.45E11,2.58E11,2.69E11,2.82E11,2.95E11,3.13E11,3.34E11,3.49E11
Indonesia,IDN,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.52E11,1.74E11,1.77E11,1.84E11,1.86E11,1.82E11,1.79E11,1.95E11,2.08E11,2.07E11
Indonesia,IDN,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,6.73E15,7.14E15,7.66E15,8.02E15,8.42E15,8.78E15,9.18E15,9.64E15,1.02E16,1.07E16
Indonesia,IDN,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,100.0000003,106.8949183,113.253478,119.2613105,126.9508935,132.9359642,136.7199666,141.142862,145.6673157,149.3513392
Indonesia,IDN,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,4.5E11,4.73E11,4.98E11,5.27E11,5.51E11,5.78E11,6.04E11,6.31E11,6.64E11,6.96E11
Indonesia,IDN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.07E12,1.13E12,1.19E12,1.26E12,1.32E12,1.39E12,1.46E12,1.53E12,1.61E12,1.69E12
Indonesia,IDN,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,3.86E15,4.05E15,4.28E15,4.51E15,4.75E15,4.98E15,5.23E15,5.49E15,5.77E15,6.07E15
Indonesia,IDN,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,3.86E15,4.34E15,4.86E15,5.43E15,6.04E15,6.62E15,7.17E15,7.78E15,8.46E15,9.17E15
Indonesia,IDN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,0.323960659,5.518427288,4.526702284,6.745643083,1.163904963,5.312477573,-0.141019031,2.124728287,4.820725297,3.267844749
Indonesia,IDN,Military expenditure (current USD),MS.MIL.XPND.CD,4.663365759E9,5.838026186E9,6.531097955E9,8.384028601E9,6.929248704E9,7.595030528E9,7.396626075E9,8.79752845E9,7.493744633E9,8.154244768E9
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.934493797,1.107398768,1.192138067,1.283896245,1.326934066,1.537291951,1.996329718,2.350075606,3.322807092,3.814917355
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,86.58861927,101.095073,112.6850884,123.6702315,127.0667453,130.8216306,147.24962,164.5351584,119.6084851,126.5946679
Indonesia,IDN,Rail lines (total route-km),IS.RRS.TOTL.KM,4684.0,4828.0,4861.0,5107.0,5196.0,5357.0,5384.0,4748.742,5483.312,5483.0
Indonesia,IDN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,665.6636285,754.2979384,880.340264,768.23502,902.1164864,758.7051634,974.556289,1052.36048,1131.913455,981.74186
Indonesia,IDN,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,66.90625,67.2375,71.19375,71.125,69.06875,65.48125,67.58125,68.9125,75.63125,74.8875
Indonesia,IDN,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
Indonesia,IDN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,32.53588486,28.90995216,29.38388634,34.12322235,38.46154022,29.80769157,39.90384674,40.38461685,46.63461685,43.75
Indonesia,IDN,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,63.01672162,66.12262363,67.10792367,65.52469136,63.47408245,54.64852985,51.19596493,50.35972311,48.69207088,49.59981985
Indonesia,IDN,Other expense (% of expense),GC.XPN.OTHR.ZS,2.252723774,0.464372944,0.302767598,1.085990516,4.339798977,7.345165959,9.726138642,7.911107431,10.99718589,11.23666012
Indonesia,IDN,Interest payments (current LCU),GC.XPN.INTP.CN,8.84E13,9.33E13,1.01E14,1.13E14,1.33E14,1.56E14,1.83E14,2.16E14,2.58E14,2.75E14
Indonesia,IDN,Compensation of employees (current LCU),GC.XPN.COMP.CN,1.48E14,1.76E14,1.98E14,2.22E14,2.41E14,2.78E14,3.02E14,3.1E14,3.43E14,3.73E14
Indonesia,IDN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.53748506,11.15812785,11.38058994,11.28530146,10.83552375,10.75348778,10.3363487,9.87729308,10.23014302,9.751961808
Indonesia,IDN,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,2.905956535,4.471114526,3.711288659,3.298637659,2.777576456,2.284401724,2.222720464,2.318601866,2.347080421,2.059490135
Indonesia,IDN,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.321585364,5.361552599,5.944565047,6.139034162,5.930993988,5.921409621,5.412720703,5.630073742,5.654224565,5.350208817
Indonesia,IDN,Taxes on exports (current LCU),GC.TAX.EXPT.CN,8.9E12,2.89E13,2.12E13,1.58E13,1.13E13,3.73E12,3.0E12,4.15E12,6.77E12,3.53E12
Indonesia,IDN,Social contributions (current LCU),GC.REV.SOCL.CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,IDN,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,-4.68E13,-8.38E13,-1.52E14,-2.09E14,-2.24E14,-2.99E14,-3.08E14,-3.41E14,-2.69E14,-3.48E14
Indonesia,IDN,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,9.57E13,1.07E14,1.41E14,2.23E14,2.56E14,3.81E14,4.03E14,4.29E14,3.72E14,4.38E14
Indonesia,IDN,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,4.88E13,2.31E13,-1.09E13,1.31E13,3.11E13,8.24E13,9.5E13,8.85E13,1.03E14,8.99E13
Indonesia,IDN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,34.18243851,36.55014025,40.76803287,43.42926373,43.4238447,46.77406625,47.95567377,46.96393572,47.23182828,46.50632361
Indonesia,IDN,Real interest rate (%),FR.INR.RINR,-1.746097536,4.594376749,7.750188565,6.374931242,6.792118581,8.349910635,9.224432344,6.501563996,6.471249839,8.62940479
Indonesia,IDN,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.82552856,2.978655739,3.123857589,3.587730352,3.144285767,3.207163494,3.231759709,3.110191149,3.353069238,3.357672501
Indonesia,IDN,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,24.53634585,26.95926682,29.96071705,32.45528025,33.00637825,33.15995908,33.18747571,32.47067249,32.80991282,32.537945
Indonesia,IDN,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,-3.713496359,1.12768731,2.368380892,0.669055204,0.721863081,1.222234082,1.354114441,0.05478871,-0.192304261,1.556017629
Indonesia,IDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,9.6210980584E10,1.1E11,1.13E11,9.9386826239E10,1.12E11,1.06E11,1.16E11,1.3E11,1.21E11,1.29E11
Indonesia,IDN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,267.9709927,292.461743,334.6628856,373.7806648,393.8414645,417.1569864,443.1245072,414.7511756,171.3223129,168.7154312
Indonesia,IDN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2.312333149,2.006680943,1.675987534,1.606180858,1.974947713,2.3168632,2.774898552,2.444048435,2.205798651,2.339357504
Indonesia,IDN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,8272.812311,8169.576995,8067.613531,7970.35903,7878.475912,7791.44178,7709.370238,7632.169231,7558.781829,7488.235214
Indonesia,IDN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,24.22610711,25.13784681,26.0495865,26.9613262,27.87306589,28.78480559,29.69654528,29.69654528,29.69654528,29.69654528
Indonesia,IDN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.621980602,3.705976085,3.791917,3.867288124,3.928076331,3.989135689,4.061273494,4.267171365,4.487967252,4.713231239
Indonesia,IDN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,7.90288887,7.784931081,7.670225794,7.561863806,7.460254688,7.365098058,7.276377262,7.194417458,7.117827584,7.048945068
Indonesia,IDN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,768882.0,829889.6,834256.5,799100.3,844296.7,849513.1,847582.3,893588.3,958076.1,1002369.0
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,630.298386,674.8207384,728.1833488,769.4967668,808.4189721,910.0,956.0,1021.0,1064.0,1084.0
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.81,30.92,28.78,29.7,28.32,26.69,28.24,26.15,21.05,19.09
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.95999908,99.34999847,99.19999695,99.67316437,99.73999786,99.83139038,99.80000305,99.88999939,99.87999725,99.88999939
Indonesia,IDN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,62.3,68.8,74.0,78.3,82.0,84.7,87.0,88.9,90.4,91.8
Indonesia,IDN,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,6.588443548,4.43874188,4.617086149,5.596208518,14.10615737,8.168482228,9.303745862,9.181889224,7.856453583,10.17124638
Indonesia,IDN,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,9759792.1,3340319.6,910038.2,3912594.3,1504435.5,1387931.6,2325567.9,1468556.0,2650808.4,2.71860003E7
Indonesia,IDN,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,1.251137396,0.266916498,0.048153917,0.049515054,-0.269565358,-0.022798054,-0.07812524,0.192936936,0.623280966,-0.427451953
Indonesia,IDN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.180106266,0.041245548,0.007736882,0.007847505,-0.044362803,-0.003419445,-0.01200383,0.028490867,0.095201541,-0.063900437
Indonesia,IDN,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,2.685000038E7,-6820000.172,9880000.114,3.436999893E7,2.584000015E7,3.035000038E7,2.354999924E7,3.275E7,3.993000031E7,4.275E7
Indonesia,IDN,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1.246000004E7,2.253000069E7,1.384000015E7,7869999.886,5159999.847,4260000.229,1.143000031E7,1.239000034E7,7659999.847,3799999.952
Indonesia,IDN,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1.054499969E8,1.318899994E8,1.345500031E8,6.716000366E7,2.490999985E7,5.006999969E7,5.513999939E7,2.635000038E7,1.948999977E7,1.518000031E7
Indonesia,IDN,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,3.562000122E8,4.474599915E8,6.064000244E8,5.493300171E8,4.48E8,3.729599915E8,2.521000061E8,2.075299988E8,2.627200012E8,1.875200043E8
Indonesia,IDN,"Listed domestic companies, total",CM.MKT.LDOM.NO,420.0,440.0,459.0,483.0,506.0,521.0,537.0,566.0,619.0,668.0
Indonesia,IDN,Control of Corruption: Standard Error,CC.STD.ERR,0.136746332,0.141381294,0.132019728,0.13086246,0.126754418,0.127306342,0.133946672,0.123139113,0.128457621,0.13559787
Indonesia,IDN,Control of Corruption: Number of Sources,CC.NO.SRC,14.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
Indonesia,IDN,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,6.734939813E9,6.735872884E9,7.018361287E9,7.414914367E9,8.345070844E9,9.446607487E9,8.68736223E9,8.761207216E9,1.097424197E10,1.1435162307E10
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.5292009411E10,2.0564938227E10,2.1200778608E10,2.3281742362E10,2.512073206E10,1.9779127977E10,4.541713739E9,2.0510310832E10,1.8909826044E10,2.4993551748E10
Indonesia,IDN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,5.95606874E7,7.880062104E7,5.804948571E7,5.197261679E7,5.96138614E7,5.209224467E7,4.670285732E7,4.980973722E7,6.119466071E7,5.891611308E7
Indonesia,IDN,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1.67E11,2.13E11,2.11E11,2.05E11,1.99E11,1.71E11,1.68E11,1.94E11,2.12E11,2.0E11
Indonesia,IDN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1.239735941E9,1.657659082E9,1.293799019E9,1.040657091E9,1.139881728E9,9.711238191E8,9.703748871E8,9.967379544E8,1.225741464E9,1.320695756E9
Indonesia,IDN,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,4.630295613E9,4.210509375E9,4.094389823E9,4.178156104E9,5.219870036E9,5.508487894E9,4.460441461E9,4.500175877E9,6.895406553E9,7.628922415E9
Indonesia,IDN,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,-1.327191797E9,-3.46465633E9,-9.775851238E8,-1.866581979E8,-2.18422989E9,-4.390396809E8,-3.052334726E8,-9.503639089E8,-1.717347343E9,-1.647654185E9
Indonesia,IDN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,3.866939098E9,-1.746703176E9,-2.5344870694E10,-2.9250562918E10,-2.9667521862E10,-1.7941150401E10,-1.7216774802E10,-1.7099801611E10,-3.2253312634E10,-3.1887652359E10
Indonesia,IDN,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,2.940954802E9,3.416017004E9,3.972357589E9,4.327140894E9,4.14677381E9,4.85209286E9,5.370212837E9,5.461635436E9,5.324890035E9,5.04760643E9
Indonesia,IDN,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,32.77557571,38.33623713,36.52572299,35.8103407,35.70150869,31.05623695,29.98027526,31.60155259,32.97773022,29.63253583
Indonesia,IDN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1.19E11,1.57E11,1.79E11,1.76E11,1.68E11,1.35E11,1.29E11,1.5E11,1.81E11,1.65E11
Indonesia,IDN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.44310866,35.47503184,38.45789569,37.24057752,36.66979809,39.90234174,39.69467558,37.75165623,34.76245333,37.10766921
Indonesia,IDN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,79.39,86.09,91.04,94.01,94.06,99.13,106.81,159.79,166.82,166.78
Indonesia,IDN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0,2702.0
Indonesia,IDN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.096714901,0.095103314,0.093916341,0.092784186,0.091714561,0.091859273,0.096238237,0.099433324,0.098477219,0.097558125
Indonesia,IDN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,181.5166525,198.4185957,246.3981536,230.6508689,253.7707562,255.9873937,235.4199365,253.790843,263.4694065,224.1813791
Indonesia,IDN,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,200000.0,180000.0,170000.0,90000.0,84000.0,6100.0,7100.0,13000.0,16000.0,40000.0
Indonesia,IDN,Voice and Accountability: Standard Error,VA.STD.ERR,0.11369881,0.112037525,0.111919709,0.11047072,0.127568662,0.129707649,0.125430688,0.125947863,0.128772423,0.123332441
Indonesia,IDN,Voice and Accountability: Number of Sources,VA.NO.SRC,16.0,17.0,17.0,16.0,13.0,13.0,13.0,13.0,13.0,12.0
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.07712077,10.63599253,10.67781376,9.566182732,9.281733819,8.88659189,7.998417961,8.446123171,8.212824228,8.092030411
Indonesia,IDN,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,241.6922771,311.1432197,290.5554791,279.1186949,269.5483173,229.9073257,220.9223214,258.1084112,275.406721,256.384257
Indonesia,IDN,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1.423373522,1.75750673,2.019171703,2.006183042,2.338820891,1.883457751,1.809447534,1.758644186,1.662695431,1.780546002
Indonesia,IDN,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1.446021404,1.478470024,1.550526624,1.786755303,1.738244271,1.734905521,2.006350428,1.676883997,1.742940861,1.564663322
Indonesia,IDN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1.58E11,2.03E11,1.9E11,1.83E11,1.76E11,1.5E11,1.44E11,1.69E11,1.8E11,1.68E11
Indonesia,IDN,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2.543496791,2.224831592,1.081203763,1.249022668,1.084690222,1.398776099,1.83809457,2.929033639,2.692096532,2.029072115
Indonesia,IDN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,6.545518903,7.507576308,5.962610867,5.855540025,4.940893221,5.002885481,4.820248664,5.990299743,5.094333819,5.454534399
Indonesia,IDN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,127.1553729,134.2163952,129.0984665,121.8435134,119.0541123,116.1478699,115.0697358,117.463601,115.8501958,115.376208
